,text,label
1797,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
1798,Recebidos os Autos da Procuradoria Federal CARGA FN RET 10/04/17 Tipo de local de destino: Cartório Especificação do local de destino: Cartório da SAF - Setor de Anexo Fiscal,H:Ativo
1799,Arquivado Definitivamente,H:Arquivado
1800,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:1646Maço recebido pelo arquivo em:08/02/2018Local de arquivamento:Arquivo Regional de Rio Bonito,H:Arquivado
1801,Certidão de Publicação Expedida Relação :0390/2019 Data da Disponibilização: 13/03/2019 Data da Publicação: 14/03/2019 Número do Diário: 2766 Página: 2567 /2569,H:Ativo
1802,Conclusos para Decisão cls em 14/03/2019,H:Ativo
1803,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Arquivado
1804,"Arquivado Definitivamente ARQUIVADO NO PACOTE Nº 13.495/2019 (1º,2º E 3º VOLUMES)",H:Arquivado
1805,Suspensão do Prazo Prazo referente ao usuário foi alterado para 12/04/2019 devido à alteração da tabela de feriados,H:Ativo
1806,Arquivado Definitivamente Vols. 1 e 2 - Caixa nº 6156/2017,H:Arquivado
1807,Apelação/Razões Juntada Nº Protocolo: WFPA.15.70253747-5 Tipo da Petição: Razões de Apelação Data: 11/11/2015 17:04,H:Ativo
1808,Conclusos para Decisão,H:Ativo
1809,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados RECALL - CAIXA 1255/2016 - 1º AO 3º VOLUMES,H:Arquivado
1810,Arquivado Definitivamente,H:Arquivado
1811,Recebidos os Autos da Conclusão Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª Vara Judicial,H:Ativo
1812,Expedição de documento,H:Ativo
1813,Certidão de Publicação Expedida Relação :0265/2018 Data da Disponibilização: 28/03/2018 Data da Publicação: 02/04/2018 Número do Diário: 2545 Página: 3069/3072,H:Ativo
1814,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 9ª Vara de Fazenda Pública,H:Ativo
1815,Arquivado Definitivamente arq 31/10,H:Arquivado
1816,Arquivado Definitivamente,H:Arquivado
1817,Petição Juntada Nº Protocolo: WJAU.17.70062239-6 Tipo da Petição: Petições Diversas Data: 29/08/2017 09:41,H:Arquivado
1818,Arquivado Definitivamente,H:Arquivado
1819,Ato Ordinatório - Não Publicável Ato Ordinatório - Genérico - Com Atos e Não Publicável,H:Ativo
1820,Arquivado Definitivamente Pacote nº 11.603/2017 (Único Volume),H:Arquivado
1821,Conclusos para Despacho,H:Ativo
1822,Ato ordinatório Vista à Fazenda Pública.,H:Ativo
1823,Arquivado Definitivamente CX 5360/2017,H:Arquivado
1824,Petição Juntada Nº Protocolo: WTBU.18.70005195-0 Tipo da Petição: Petições Diversas Data: 05/06/2018 14:34,H:Ativo
1825,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
1826,Autos no Prazo PZ 31/10/17 Vencimento: 18/10/2017,H:Ativo
1827,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público EXECUÇÃO 6198/09 - 1ºV.2ºV.3ºV.4ºV. Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
1828,Suspensão do Prazo Prazo referente ao usuário foi alterado para 06/02/2019 devido à alteração da tabela de feriados,H:Ativo
1829,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados REARQUIVADO CX 5745/2011 - (1º vol. com 1 apenso + 2º volume),H:Arquivado
1830,Início da Execução Juntado 0001776-17.2016.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
1831,Certidão de Publicação Expedida Relação :0069/2019 Data da Disponibilização: 29/03/2019 Data da Publicação: 01/04/2019 Número do Diário: 2778 Página: 2767/2768,H:Ativo
1832,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
1833,Arquivado Definitivamente,H:Arquivado
1834,Processo Suspenso Ou Sobrestado Por Decisão Judicial,H:Suspenso
1835,Arquivado Definitivamente Procedência da Ação. Sentença: 17/02/2017 Trânsito: 20/04/2017,H:Arquivado
1836,Petição Juntada Nº Protocolo: WFPA.16.80048221-8 Tipo da Petição: Petição Intermediária Data: 18/08/2016 18:54,H:Ativo
1837,Documento Juntado,H:Ativo
1838,Guia Juntada,H:Ativo
1839,Arquivado Definitivamente,H:Arquivado
1840,Arquivado Definitivamente,H:Arquivado
1841,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
1842,Arquivado Definitivamente Pacote nº 11.567/2016 (1º e 2º volume),H:Arquivado
1843,"Certidão de Cartório Expedida Certifico e dou fé, que por equívoco, foi encaminhada para o Diário Oficial Eletrônico a relação de nº 372/2015 e, em razão da mesma já haver sido publicada em 24/11/2015 no Diário Oficial nº 2012, às fls. 965/976, surtindo os devidos efeitos, pedimos a todos a desconsideração da intimação de ato ordinatório/decisão/sentença recebidos em razão da nova publicação no Diário Eletrônico de nº 2090, às fls. 1015/1026 em 06/04/2016.",H:Ativo
1844,Tipo do Movimento:RemessaDestinatário:Ministério Público Prazo:15 dia(s),H:Ativo
1845,Certidão de Publicação Expedida Relação :0124/2019 Data da Disponibilização: 20/02/2019 Data da Publicação: 21/02/2019 Número do Diário: 2753 Página: 2581,H:Suspenso
1846,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80001 - Protocolo: FFPA17001248528,H:Ativo
1847,Certidão de Publicação Expedida Relação :1414/2018 Data da Disponibilização: 28/11/2018 Data da Publicação: 29/11/2018 Número do Diário: 2706 Página: 1651/1688,H:Ativo
1848,Arquivado Definitivamente,H:Arquivado
1849,Arquivados Os Autos Definitivamente,H:Ativo
1850,Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:741/761,H:Arquivado
1851,Trânsito em Julgado às partes - com Baixa Cx 8725/2016,H:Arquivado
1852,Baixa Definitiva,H:Arquivado
1853,Ofício Expedido Ofício - Genérico,H:Arquivado
1854,Mandado de Levantamento Expedido Certidão - Expedição de mandado de levantamento,H:Ativo
1855,Certidão de Publicação Expedida Relação :0010/2019 Data da Disponibilização: 26/03/2019 Data da Publicação: 27/03/2019 Número do Diário: 2775 Página: 3100/3104,H:Ativo
1856,Suspensão do Prazo Prazo referente à movimentação foi alterado para 09/04/2019 devido à alteração da tabela de feriados,H:Suspenso
1857,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público 1º ao 2º vol Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
1858,Certidão de Publicação Expedida Relação :0144/2018 Data da Disponibilização: 04/07/2018 Data da Publicação: 05/07/2018 Número do Diário: 2609 Página: 3776,H:Arquivado
1859,Arquivado Definitivamente,H:Arquivado
1860,Certidão de Cartório Expedida Certidão - Anotações e Arquivamento NOVO,H:Arquivado
1861,Recibo Juntado,H:Arquivado
1862,Certidão de Publicação Expedida Relação :0091/2019 Data da Disponibilização: 25/03/2019 Data da Publicação: 26/03/2019 Número do Diário: 2774 Página: 1955/1962,H:Ativo
1863,Arquivado Provisoriamente,H:Suspenso
1864,Certidão de Publicação Expedida Relação :0321/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 75/78,H:Ativo
1865,Certidão de Publicação Expedida Relação :0067/2019 Data da Disponibilização: 08/03/2019 Data da Publicação: 11/03/2019 Número do Diário: 2763 Página: 1509/1532,H:Ativo
1866,Petição Juntada Juntada a petição diversa - Tipo: Petição Intermediária em Procedimento do Juizado Especial Cível - Número: 80000 - Protocolo: FBTU14000792808,H:Arquivado
1867,Arquivado Definitivamente PACOTE 5733/2018 - 2 vols.,H:Arquivado
1868,Suspensão do Prazo Prazo referente ao usuário foi alterado para 06/11/2019 devido à alteração da tabela de feriados,H:Ativo
1869,Incidente Processual Instaurado Seq.: 12 - Requisição de Pequeno Valor,H:Ativo
1870,Petição Juntada Nº Protocolo: WFPA.19.70118634-6 Tipo da Petição: Petições Diversas Data: 12/03/2019 18:47,H:Ativo
1871,"Remetido ao DJE Relação: 0104/2019 Teor do ato: Ciência às partes quanto ao retorno dos autos do E. Tribunal de Justiça. Sendo o autor beneficiário da justiça gratuita, após a publicação deste ato, será anotada a extinção e os autos serão arquivados. Advogados(s): José Lídio Alves dos Santos (OAB 156187/SP), João Paulo de Faria (OAB 173183/SP), Roberta Beatriz do Nascimento (OAB 192649/SP)",H:Arquivado
1872,Documento Juntado,H:Arquivado
1873,"Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados PACOTE - 15168/2018 - 1,2 ,3,4 VOLS",H:Suspenso
1874,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80001 - Protocolo: FFPA17000946619,H:Ativo
1875,Arquivado Definitivamente,H:Arquivado
1876,Trânsito em Julgado às partes - com Baixa,H:Arquivado
1877,Suspensão do Prazo Prazo referente ao usuário foi alterado para 23/12/2021 devido à alteração da tabela de feriados,H:Ativo
1878,Arquivado Definitivamente,H:Arquivado
1879,Expedição de documento,H:Ativo
1880,Arquivado Provisoriamente,H:Suspenso
1881,"Certidão de Cartório Expedida Certifico e dou fé que os autos 1000664-24.2015.8.26.0152 - Embargos de Terceiro - Foram em . 06/07/2015 julgados, conforme transcrição que segue: ""Vistos. Intimado(a) a preparar o processo, recolhendo as custas complementares iniciais devidas (fls.170 ), quedou-se inerte o(a) requerente, deixando de recolhê-las. Isto posto, determino o cancelamento da distribuição, com fundamento no artigo 257 do Código de Processo Civil. Custas pelo(a,s) autor(a,s). Indevidos honorários advocatícios na espécie.P.R.I.C."" Certifico ainda que, o Recurso de Apelação movido pelo autor foi julgado pela 4ª Câmara de Direito Privado do Tribunal de Justiça de São Paulo e teve a seguinte decisão: ""Não conheceram o recurso. V.U."", em 11/10/2018. Certifico mais e finalmente que , em 10/12/2018, por Despacho às fls. 233 fooi determinado o cumprimento do Acórdão e o Cancelamento da distribuição e a certificação nos presente autos, como ora procedo. Nada Mais.",H:Arquivado
1882,Suspensão do Prazo Prazo referente ao usuário foi alterado para 15/04/2019 devido à alteração da tabela de feriados,H:Ativo
1883,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:139206Maço recebido pelo arquivo em:08/09/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
1884,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ,H:Suspenso
1885,Arquivado Provisoriamente,H:Suspenso
1886,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados PACOTE: 4796/2015.,H:Arquivado
1887,Tipo do Movimento:Juntada - Petição Número do Documento:201809700178 - Proger Comarca da Capital201809700101 - Proger Comarca da Capital201809700027 - Proger Comarca da Capital,H:Ativo
1888,Tipo do Movimento:Trânsito em Julgado ,H:Arquivado
1889,Autos Entregues em Carga ao Advogado do Autor Tipo de local de destino: Advogado Especificação do local de destino: Marcelo Cintra de Morais Vencimento: 03/04/2019,H:Arquivado
1890,Extinto o Processo sem Resolução do Mérito por Ausência de Pressupostos Processuais - Sentença Completa Pacote nº 11.529/16 (1º ao 3º volumes + 1 apenso que é: E.Execução nº 864/13) - Justiça Gratuita.,H:Arquivado
1891,Certidão de Publicação Expedida Relação :1241/2017 Data da Disponibilização: 06/07/2017 Data da Publicação: 07/07/2017 Número do Diário: 2382 Página: 1438/1439,H:Arquivado
1892,Início da Execução Juntado 0010299-70.2016.8.26.0068 - Cumprimento de sentença,H:Suspenso
1893,Guia Juntada,H:Arquivado
1894,Arquivado Definitivamente,H:Arquivado
1895,Autos no Prazo Prazo 02/04/2019,H:Ativo
1896,Certidão de Publicação Expedida Relação :0831/2017 Data da Disponibilização: 19/07/2017 Data da Publicação: 20/07/2017 Número do Diário: 2391 Página: 3468/3475,H:Arquivado
1897,Arquivado Provisoriamente ag. provocação no arquivo,H:Suspenso
1898,Suspensão do Prazo Prazo referente ao usuário foi alterado para 03/06/2019 devido à alteração da tabela de feriados,H:Ativo
1899,Certidão de Publicação Expedida Relação :0125/2017 Data da Disponibilização: 28/04/2017 Data da Publicação: 02/05/2017 Número do Diário: 2336 Página: 743/757,H:Suspenso
1900,Levantamento da Suspensão/Sobrestamento (Repercussão Geral/Demandas Repetitivas),H:Ativo
1901,Tipo do Movimento:Publicado  Decisão Folhas do DJERJ.:644/664,H:Arquivado
1902,Trânsito em Julgado às partes - com Baixa 06/03/2017,H:Arquivado
1903,"Certidão de Cartório Expedida Certifico e dou fé que, em cumprimento ao determinado às fls. 196 procedo as anotações no sistema e o ARQUIVAMENTO dos autos. Nada Mais.",H:Arquivado
1904,Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico que a r. Sentença transitou em julgado.,H:Arquivado
1905,Despacho,H:Arquivado
1906,Petição Juntada,H:Ativo
1907,Tipo do Movimento:Publicado  Sentença Folhas do DJERJ.:605/608,H:Ativo
1908,Certidão de Publicação Expedida Relação :0649/2017 Data da Disponibilização: 22/11/2017 Data da Publicação: 23/11/2017 Número do Diário: 2473 Página: 1294/1301,H:Ativo
1909,Contrarrazões Juntada,H:Ativo
1910,"Petição Juntada Nº Protocolo: WFPA.19.70002859-3 Tipo da Petição: Petição Juntando Cópia do Agravo (Art. 1.018, do CPC) Data: 08/01/2019 12:34",H:Ativo
1911,"Recebidos os Autos da Fazenda Pública Estadual RUA MARIA PAULA, 67 ( CONTROLE 2503/09 4º ) Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública",H:Ativo
1912,Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico a tempestividade das contrarrazões de fls.297/305 e de fls.307/311.,H:Ativo
1913,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
1914,Recebidos os Autos do Tribunal de Justiça Autos 2954/12 - 1º ao 3º volume.,H:Ativo
1915,Suspensão do Prazo Prazo referente ao usuário foi alterado para 11/03/2019 devido à alteração da tabela de feriados,H:Ativo
1916,Certidão de Publicação Expedida Relação :0280/2019 Data da Disponibilização: 28/03/2019 Data da Publicação: 29/03/2019 Número do Diário: 2777 Página: 1716/1735,H:Ativo
1917,Arquivado Definitivamente Caixa nº 3331/2016,H:Arquivado
1918,"Remetido ao DJE Relação: 0031/2019 Teor do ato: Vistos, 1. Contrariamente ao alegado pelo IPESP, inexiste situação de duplicidade, conquanto optante a exequente CARMEN MENDES DOS SANTOS pela liquidação do seu crédito em aproveitamento à ACP nº 516/96 transitada em julgado, diversos os períodos a serem executados. Não há litispendência com relação ao período compreendido entre 13/06/1991 a 02/12/1997, até aquele não abarcado pela prescrição quinquenal na ação em trâmite por juízo diverso, como já afirmado pelos exequentes e corroborado pela executada às fls.42/44, ao afirmar que a execução nos autos 257024/2005 abrange período posterior a 03/12/1997 a 31/12/2002. Nesse sentido, a jurisprudência acerca da matéria: ""Agravo de Instrumento - Complementação de pensão - Habilitação do crédito em Ação Civil Pública - Existência de ação individual versando acerca da mesma questão - Decisão que rejeitou a exceção de pré-executividade - Agravo manejado pelo IPESP - Desprovimento de rigor - Contrariamente ao alegado, inexiste situação de duplicidade, conquanto optante a exequente pela liquidação do seu crédito em aproveitamento à ação coletiva transitada em julgado, sendo diversos os períodos a serem executados - Precedentes R. decisão mantida - Recurso desprovido."" (Agravo de Instrumento nº 0237136-67.2011.8.26.0000, Relator o Des. Sidney Romano dos Reis, j. 28 de novembro de 2011). Dessa forma, AFASTO a alegada litispendência com relação aos períodos não abarcados pela prescrição quinquenal na ação em trâmite por juízo diverso, ou seja, 13 de junho de 1991 a 02 de dezembro de 1997. Posto isso, intime-se o IPESP a apresentar os informes referentes a exequente. 2. Considerando que os cálculos que embasaram a planilha de cálculos apresentada pela exequente às fls.66/67 e, por conseguinte, a citação da executada, tomaram como parâmetro valores devidos a terceiros, TORNO NULA a citação de fls.75. Intime-se. Advogados(s): Ademir Donizetti Monteiro (OAB 152713/SP), Dante Massei Sobrinho (OAB 62302/SP), MAURO DEL CIELLO (OAB 32599/SP)",H:Ativo
1919,Certidão de Cartório Expedida Certidão - Arquivamento (Processo Digital),H:Arquivado
1920,Autos no Prazo,H:Ativo
1921,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público,H:Ativo
1922,Petição Juntada Nº Protocolo: WFPA.19.70153758-0 Tipo da Petição: Petições Diversas Data: 27/03/2019 19:39,H:Ativo
1923,"Certidão de Cartório Expedida Certifico e dou fé, haver tornado os presentes autos ao arquivo nesta data. Nada Mais.",H:Arquivado
1924,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
1925,Certidão de Publicação Expedida Relação :0563/2018 Data da Disponibilização: 14/12/2018 Data da Publicação: 17/12/2018 Número do Diário: 2718 Página: 2160-2182,H:Ativo
1926,Autos Destruídos,H:Arquivado
1927,Publicado(A) O(A) Intimação Em 27/04/2015,H:Ativo
1928,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Execução de Título Extrajudicial - Número: 80034 - Protocolo: FSRP19000107282,H:Ativo
1929,"Autos Entregues em Carga ao Advogado do Autor autos entregue ao advogado do autor/ OAB 225238SP, TEL 3057-2525 AV. Brasil , 367- jardim America- cep 01431-000 Tipo de local de destino: Advogado Especificação do local de destino: Edson da Silva Martins",H:Ativo
1930,Arquivado Definitivamente,H:Arquivado
1931,Nro Da Relação: 157/2017 Data: 23/03/2017 Qtde Vols.: 1 Arquivamento De Execução Fiscal,H:Arquivado
1932,Arquivado Definitivamente ARQUIVADO - PACOTE Nº 555/2018,H:Arquivado
1933,Decurso de Prazo Decurso de Prazo INSS,H:Arquivado
1934,"Dra. Fernanda Itri Pelegrini (Juiza Subs-Perito/Terceiroe (0000 )-, --- Entrega Em Carga/Vista De Ação Trabalhista (Ordinário)",H:Ativo
1935,Arquivado Provisoriamente AGUARDANDO PROVOCAÇÃO NO ARQUIVO. REMETIDO AO ARQUIVO 1 A 4 VOLUMES,H:Suspenso
1936,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Execução de Título Extrajudicial - Número: 80017 - Protocolo: FJMJ19011086131,H:Ativo
1937,Petição Juntada Nº Protocolo: WFPA.19.70066361-2 Tipo da Petição: Petições Diversas Data: 14/02/2019 13:30,H:Ativo
1938,Remetidos os Autos para a Administração - Destruição Edital de destruição de autos civeis nº 01/2017,H:Arquivado
1939,Auto de Depósito Juntado Juntada a petição diversa - Tipo: Auto de Depósito em Ação Penal - Procedimento Ordinário - Número: 80001 - Protocolo: FTSR17000098285,H:Arquivado
1940,Arquivado Provisoriamente arquivado - aguardando cumprimento do acordo,H:Suspenso
1941,Certidão de Publicação Expedida Relação :0097/2019 Data da Disponibilização: 26/03/2019 Data da Publicação: 27/03/2019 Número do Diário: 2775 Página: 1536/1542,H:Ativo
1942,Certidão de Publicação Expedida Relação :0555/2016 Data da Disponibilização: 08/09/2016 Data da Publicação: 09/09/2016 Número do Diário: 2196 Página: 1269/1272,H:Arquivado
1943,"Tipo do Movimento:Despacho - Proferido despacho de mero expediente Descrição:Após a conclusão da ata, compareceram os Drs. Raphael Ribeiro de Abreu e a Dra. Marcele de Azevedo Monteiro (preposta) e informaram que não ouviram o pregão, embora presentes desde cedo aguardando a realização do ato. 
...Ver íntegra do(a) Despacho",H:Ativo
1944,Certidão de Publicação Expedida Relação :0697/2018 Data da Disponibilização: 30/01/2019 Data da Publicação: 31/01/2019 Número do Diário: 1824 Página: 1824/1829,H:Ativo
1945,Arquivado Definitivamente,H:Arquivado
1946,Arquivado Provisoriamente,H:Suspenso
1947,Mandado Devolvido Cumprido Positivo Certidão - Oficial de Justiça - Mandado Cumprido Positivo,H:Arquivado
1948,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Pac.; 7631/2019 - 1ºe2ºvol.,H:Arquivado
1949,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ,H:Ativo
1950,Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:763/789,H:Arquivado
1951,Arquivado Definitivamente,H:Arquivado
1952,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 7ª Vara de Fazenda Pública,H:Ativo
1953,Certidão de Publicação Expedida Relação :0082/2018 Data da Disponibilização: 19/03/2018 Data da Publicação: 20/03/2018 Número do Diário: 2538 Página: 3404/3405,H:Arquivado
1954,Arquivado Definitivamente,H:Arquivado
1955,Arquivado Definitivamente,H:Arquivado
1956,Início da Execução Juntado 0001666-18.2016.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
1957,Certidão de Publicação Expedida Relação :0003/2019 Data da Disponibilização: 22/01/2019 Data da Publicação: 23/01/2019 Número do Diário: 2733 Página: 306/345,H:Arquivado
1958,Tipo do Movimento:Vista ao AdvogadoAdvogado:RJ086003 - JOSEANE GONCALVES PACHECO ,H:Ativo
1959,Arquivado Definitivamente Caixa Recall 4421/2017,H:Arquivado
1960,Arquivado Definitivamente,H:Arquivado
1961,Arquivado Definitivamente,H:Arquivado
1962,Arquivado Definitivamente Arquivo Cartório,H:Arquivado
1963,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:14615Maço recebido pelo arquivo em:03/11/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
1964,Certidão de Publicação Expedida Relação :0034/2019 Data da Disponibilização: 27/02/2019 Data da Publicação: 28/02/2019 Número do Diário: Página:,H:Ativo
1965,Certidão de Publicação Expedida Relação :0351/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 1597/1607,H:Ativo
1966,Remetidos Os Autos Para Coordenadoria De Processos Eletrônicos Para Identificação De Peças,H:Ativo
1967,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
1968,Arquivado Definitivamente,H:Arquivado
1969,Arquivado Definitivamente,H:Arquivado
1970,Certidão de Publicação Expedida Relação :0057/2019 Data da Disponibilização: 18/02/2019 Data da Publicação: 19/02/2019 Número do Diário: 2751 Página: 2466,H:Suspenso
1971,Arquivado Definitivamente,H:Arquivado
1972,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados RECALL PACOTE 11015/2018 C/02 VOLUMES,H:Ativo
1973,Remetida a Carta Precatória ao Cartório de Origem Cumprida Negativa,H:Arquivado
1974,Petição Juntada Nº Protocolo: WPIN.18.70027951-0 Tipo da Petição: Petições Diversas Data: 12/03/2018 09:42,H:Suspenso
1975,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
1976,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80004 - Protocolo: FFPA18001392877,H:Ativo
1977,Mudança de Classe Processual,H:Arquivado
1978,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados já remetido,H:Arquivado
1979,Petição Juntada Nº Protocolo: WFPA.19.70157472-9 Tipo da Petição: Petições Diversas Data: 29/03/2019 11:36,H:Ativo
1980,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
1981,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 7ª Vara de Fazenda Pública,H:Ativo
1982,Arquivado Definitivamente,H:Arquivado
1983,Certidão de Cartório Expedida CERTIDÃO - PROVIMENTO 16,H:Ativo
1984,Certidão de Publicação Expedida Relação :0296/2017 Data da Disponibilização: 05/10/2017 Data da Publicação: 06/10/2017 Número do Diário: 2445 Página: 1087/1093,H:Ativo
1985,Autos no Prazo pz 16/03/19 - ag. retorno do proc. principal para redistribuir ao setor de execução. Vencimento: 01/10/2018,H:Ativo
1986,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
1987,Ofício Juntado,H:Arquivado
1988,Conclusos para Decisão,H:Ativo
1989,Arquivado Definitivamente Caixa 2846/2018,H:Arquivado
1990,Certidão de Cartório Expedida Certidão - Genérica,H:Suspenso
1991,Arquivado Definitivamente PACOTE 6382/17,H:Arquivado
1992,Certidão de Publicação Expedida Relação :0090/2019 Data da Disponibilização: 15/03/2019 Data da Publicação: 18/03/2019 Número do Diário: 2768 Página: 1372/1377,H:Ativo
1993,Arquivado Definitivamente Autos remetidos ao Arquivo Geral Ipiranga,H:Arquivado
1994,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva,H:Arquivado
1995,Certidão de Publicação Expedida Relação :1615/2018 Data da Disponibilização: 29/08/2018 Data da Publicação: 30/08/2018 Número do Diário: 2648 Página: 1969/1971,H:Arquivado
1996,Início da Execução Juntado 0003144-61.2016.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
1997,Certidão de Publicação Expedida Relação :0323/2017 Data da Disponibilização: 19/09/2017 Data da Publicação: 20/09/2017 Número do Diário: 2433 Página: 2395/2410,H:Ativo
1998,Certidão de Publicação Expedida Relação :0585/2018 Data da Disponibilização: 28/06/2018 Data da Publicação: 29/06/2018 Número do Diário: 2605 Página: 2808/2812,H:Ativo
1999,Arquivado Definitivamente ARQUIVADO NA CAIXA 4561/2017.,H:Arquivado
2000,Início da Execução Juntado 0004619-18.2018.8.26.0462 - Cumprimento de Sentença contra a Fazenda Pública,H:Arquivado
2001,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados remessa ao arquivo 01/02/2017,H:Arquivado
2002,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Segue - Ord - nº 659/04 (1º e 2º volumes). Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
2003,Arquivado Definitivamente,H:Arquivado
2004,Certidão de Inscrição da Dívida Expedida Certidão - Inscrição da Dívida Ativa - Multa Penal,H:Ativo
2005,Mudança de Classe Processual,H:Ativo
2006,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
2007,Petição Juntada Nº Protocolo: WFPA.18.70193109-1 Tipo da Petição: Petições Diversas Data: 31/05/2018 09:18,H:Ativo
2008,Ofício Juntado 562 FSTS.19.00011801-9,H:Ativo
2009,Arquivado Definitivamente 855/2018CIVEL,H:Arquivado
2010,Certidão de Publicação Expedida Relação :0080/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 1489/1497,H:Ativo
2011,"Remetido ao DJE Relação: 0298/2019 Teor do ato: Execução nº 483/2017 V I S T O S. Aguarde-se o pagamento do remanescente. Int. Advogados(s): Iara Cecilia Domingues de Castro Zambrana (OAB 149521/SP), Juliana Yumi Yoshinaga Kayano (OAB 214131/SP), Antonio Roberto Sandoval Filho (OAB 58283/SP), Claudio Sergio Pontes (OAB 265750/SP), Erik Palacio Boson (OAB 301793/SP), Cristiane Vieira Batista de Nazaré (OAB 329156/SP), Davi Pires Santana (OAB 359112/SP)",H:Ativo
2012,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum Cível - Número: 80003 - Protocolo: FFPA19000415967,H:Ativo
2013,Petição e Documento(s) Juntado,H:Suspenso
2014,Ato Ordinatório - Não Publicável ATO ORDINATÓRIO - CARTA EM ELABORAÇÃO - NÃO PUBLICAVÉL - COM ATO,H:Ativo
2015,Arquivado Definitivamente,H:Arquivado
